2026-01-23 09:13:57,291 | INFO     | __main__ | ======================================================================
2026-01-23 09:14:00,384 | INFO     | __main__ | Queued 60 experiments. (Skipped 30)
2026-01-23 09:14:00,385 | INFO     | __main__ | Starting parallel execution with n_jobs=1...
2026-01-23 09:14:00,385 | INFO     | __main__ | ============================================================
2026-01-23 09:14:00,385 | INFO     | __main__ | EXPERIMENT: binary_xgb_s0_s42 (Seed: 42)
2026-01-23 09:14:00,385 | INFO     | __main__ |   Task:     binary
2026-01-23 09:14:00,385 | INFO     | __main__ |   Model:    XGB
2026-01-23 09:14:00,385 | INFO     | __main__ |   Strategy: S0
2026-01-23 09:14:00,385 | INFO     | __main__ | ============================================================
2026-01-23 09:14:00,385 | INFO     | src.strategies.imbalance | S0: No balancing applied. Training size: 140,272
2026-01-23 09:14:00,387 | INFO     | src.models.trainer | Training XGBClassifier on 140,272 samples...
2026-01-23 09:14:00,387 | INFO     | src.models.trainer | Enabled XGBoost native tracking
2026-01-23 09:14:00,387 | INFO     | src.models.trainer | Fitting XGBoost with params: ['eval_set', 'verbose']
